Accession,Release_Date,Species,Genus,Family,Length,Nuc_Completeness,Genotype,Genome_Region,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QID21056,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QID21048,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21051,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21052,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QID21047,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QID21054,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QID21055,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21057,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QID21060,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QID21061,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21062,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QID21063,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QID21066,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIC53203,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIC53205,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIC53208,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIC53209,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIC53211,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC53204,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC53206,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIC53207,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC53210,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIC53212,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIC53216,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,membrane protein [Severe acute respiratory syndrome coronavirus 2]
QIC53218,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,nonstructural protein NS7a [Severe acute respiratory syndrome coronavirus 2]
QIC53221,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2]
QIC53222,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIC53214,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,nonstructural protein NS3 [Severe acute respiratory syndrome coronavirus 2]
QIC53215,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIC53217,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,nonstructural protein NS6 [Severe acute respiratory syndrome coronavirus 2]
QIC53220,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,nonstructural protein NS8 [Severe acute respiratory syndrome coronavirus 2]
QIC53213,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,spike glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC53219,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,nonstructural protein NS7b [Severe acute respiratory syndrome coronavirus 2]
QIC50508,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-23,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50507,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-22,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50509,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-23,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50510,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-25,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50511,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-26,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50512,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-28,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50513,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-30,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50514,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-30,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50515,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-31,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50516,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-02-06,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIB84670,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,223,GenBank,,,,"Wollants,E., Vanmechelen,B., Wawina,T., Van Ranst,M., Maes,P.",,Belgium,Homo sapiens,,2020-02-03,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIB84672,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIB84675,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIB84676,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIB84678,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIB84680,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIB84671,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,269,GenBank,,,,"Wollants,E., Vanmechelen,B., Wawina,T., Van Ranst,M., Maes,P.",,Belgium,Homo sapiens,,2020-02-03,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIB84673,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIB84674,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIB84677,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIB84679,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIB84681,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIA98595,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Yeh,S.-H., Lin,Y.-Y., Lai,Y.-Y., Li,C.-L., Chang,S.-C., Chen,P.-J., Chang,S.-Y.",,Taiwan,Homo sapiens,,2020-01-31,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98596,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Yeh,S.-H., Lin,Y.-Y., Lai,Y.-Y., Li,C.-L., Chang,S.-C., Chen,P.-J., Chang,S.-Y.",,Taiwan,Homo sapiens,,2020-01-31,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
